Reg Amostra;Reg Planta;Fam�lia;G�nero;Esp�cie
101126;100553;Cecropiaceae;Cecropia;lyratiloba
101038;100518;Malpighiaceae;Barnebya;dispar
100589;100304;Lauraceae;Ocotea;elegans
100947;100515;Sapindaceae;Serjania;cuspidata
101100;100545;Sapotaceae;Chrysophyllum;flexuosum
100951;100447;Polygalaceae;Polygala;paniculata
100749;100390;Malvaceae;Sida;setosa
100562;100292;Annonaceae;Guatteria;candolleana
100483;100248;Poaceae;;
102716;101168;Velloziaceae;Vellozia;gracilis
101345;100633;Boraginaceae;Cordia;
102781;101184;Verbenaceae;Aegiphila;obducta
100886;100488;Rutaceae;Fagara;
101045;100521;Fabaceae;;
101122;100552;Annonaceae;Xylopia;sericea
101311;100484;Lauraceae;Nectandra;puberula
101089;100541;Sapindaceae;Cupania;furfuracea
100615;100317;Podocarpaceae;Podocarpus;lambertii
101114;100549;Leguminosae Papilionoideae;Dalbergia;nigra
100487;100250;Solanaceae;Cestrum;laevigatum
100642;100332;Asteraceae;Baccharis;calvescens
100462;100237;Fabaceae;Anadenanthera;peregrina
100693;100361;Loranthaceae;Struthanthus;concinnus
100477;100244;Moraceae;Ficus;clusiifolia
100669;100345;Piperaceae;Piper;umbellatum
100616;100318;Melastomataceae;;
100667;100344;Cunoniaceae;Weinmannia;organensis
100753;100393;Amaranthaceae;Hebanthe;pulverulenta
100367;100185;Lamiaceae;Marsypianthes;chamaedrys
100691;100359;Asteraceae;Mikania;sessilifolia
102828;101213;Poaceae;;
100361;100179;Urticaceae;Urera;baccifera
100781;100409;Euphorbiaceae;Mabea;fistulifera
100725;100379;Asteraceae;Baccharis;schultzii
100775;100404;Convolvulaceae;Ipomoea;
100690;100358;Asteraceae;Gochnatia;polymorpha
100138;100097;Apocynaceae;Tabernaemontana;laeta
102850;101223;Labiatae;Hyptis;membranacea
100779;100408;Leguminosae Caesalpinioideae;Senna;bicapsularis
100794;100414;Bignoniaceae;;
102919;101252;Melastomataceae;;
101001;100466;Rutaceae;;
100290;100139;Bignoniaceae;Cybistax;antisyphilitica
102920;101253;Bignoniaceae;Tabebuia;chrysotricha
101303;100624;Boraginaceae;Cordia;trichotoma
101305;100624;Boraginaceae;Cordia;trichotoma
100038;100018;Rubiaceae;Bathysa;sylvestrae
100470;100241;Leguminosae Papilionoideae;Platypodium;elegans
101072;100533;Arecaceae;;
100090;100054;Avicenniaceae;Avicennia;schaueriana
100736;100383;Asteraceae;Dasyphyllum;brasiliense
101106;100547;Menispermaceae;Chondrodendron;platiphyllum
101109;100548;Myrtaceae;Eugenia;tinguyensis
101207;100592;Rubiaceae;Bathysa;gymnocarpa
101018;100471;Solanaceae;Solanum;swartzianum
100933;100509;Myrsinaceae;Myrsine;venosa
101261;100610;Asteraceae;Baccharis;dracunculifolia
101281;100617;Symplocaceae;;
100350;100171;Malpighiaceae;Stigmaphyllon;gayanum
101081;100536;Fabaceae;Machaerium;
100434;100222;Melastomataceae;Tibouchina;fothergillae
101124;100552;Annonaceae;Xylopia;sericea
100746;100389;Asteraceae;Mikania;
100716;100374;Euphorbiaceae;Croton;celtidifolius
103526;100606;Euphorbiaceae;Pachystroma;longifolium
101116;100550;Moraceae;Ficus;clusiifolia
100918;100505;Solanaceae;;
100532;100275;Rubiaceae;Coccocypselum;cordifolium
100553;100287;Rubiaceae;Bathysa;sylvestrae
100546;100283;Rubiaceae;Psychotria;nuda
100465;100239;Fabaceae;;
100408;100208;Melastomataceae;;
100782;100409;Euphorbiaceae;Mabea;fistulifera
101070;100530;Solanaceae;Solanum;pereirae
101010;100468;Hypericaceae;Vismia;martiana
101117;100550;Moraceae;Ficus;clusiifolia
101098;100544;Rhamnaceae;Gouania;blanchetiana
100979;100460;Moraceae;;
101191;100586;Fabaceae;Mimosa;
101048;100522;Onagraceae;Ludwigia;nervosa
100005;100003;Boraginaceae;Cordia;taguahyensis
101332;100629;Myrsinaceae;Myrsine;glazioviana
100906;100497;Leguminosae Caesalpinioideae;Senna;neglecta
101075;100532;Meliaceae;;
101415;100660;Eriocaulaceae;Paepalanthus;
101276;100615;Monimiaceae;Mollinedia;
100833;100433;Meliaceae;Guarea;kunthiana
101205;100591;Sapotaceae;Ecclinusa;ramiflora
101188;100585;Leguminosae Mimosoideae;Inga;laurina
100234;100122;Bignoniaceae;Cybistax;antisyphilitica
100494;100255;Elaeocarpaceae;;
101052;100524;Flacourtiaceae;Casearia;arborea
100922;100506;Myrtaceae;Eugenia;dodonaeifolia
100939;100511;Sapindaceae;Allophylus;sericeus
100944;100513;Fabaceae;Stryphnodendron;
100756;100395;Rubiaceae;Galianthe;brasiliensis
101294;100621;Cecropiaceae;Cecropia;glaziovi
100581;100301;Solanaceae;Cestrum;laevigatum
100659;100339;Leguminosae Papilionoideae;;
100834;100433;Meliaceae;Guarea;kunthiana
100920;100506;Myrtaceae;Eugenia;dodonaeifolia
100774;100483;Amaranthaceae;Iresine;
101338;100631;Myrtaceae;Eugenia;dodonaeifolia
100893;100490;Ulmaceae;Celtis;pubescens
100448;100228;Fabaceae;Senna;obtusifolia
100107;100083;Leguminosae Mimosoideae;Mimosa;bimucronata
101244;100604;Piperaceae;Piper;arboreum
101560;100729;Asteraceae;Piptocarpha;macropoda
101133;100556;Menispermaceae;Chondrodendron;platiphyllum
101115;100550;Moraceae;Ficus;clusiifolia
101386;100648;Melastomataceae;;
102378;101048;Euphorbiaceae;;
100928;100507;Rubiaceae;Psychotria;pleiocephala
102487;101086;Asteraceae;Mikania;lanuginosa
100910;100501;Convolvulaceae;Ipomoea;
102521;101098;Sapindaceae;Cupania;oblongifolia
100915;100504;Malpighiaceae;Stigmaphyllon;tomentosum
102899;101241;Malpighiaceae;Mascagnia;sepium
102198;100981;Asteraceae;Mikania;vitifolia
100977;100460;Moraceae;;
102918;101251;Lamiaceae;;
102539;101105;Rutaceae;;
100858;100438;Rubiaceae;Psychotria;leiocarpa
100631;100327;Saxifragaceae;Escallonia;montevidensis
102544;101107;Rubiaceae;Rudgea;jasminoides
101111;100549;Leguminosae Papilionoideae;Dalbergia;nigra
101219;100572;Leguminosae Papilionoideae;Cleobulia;multiflora
102381;101049;Euphorbiaceae;;
100744;100387;Amaranthaceae;Pfaffia;paniculata
100068;100037;Fabaceae;Balizia;pedicellaris
100739;100384;Symplocaceae;Symplocos;celastrinea
100508;100262;Solanaceae;Solanum;aspero-lanatum
102361;101043;Rubiaceae;Posoqueria;acutifolia
102486;101086;Asteraceae;Mikania;lanuginosa
101073;100533;Arecaceae;;
101335;100630;Myrtaceae;Myrcia;bicarinata
102412;101061;Violaceae;Anchietea;pyrifolia var. pyrifolia
101204;100591;Sapotaceae;Ecclinusa;ramiflora
101238;100602;Asteraceae;Vernonia;polyanthes
100110;100084;Lauraceae;Aiouea;saligna
101093;100542;Fabaceae;Inga;
101270;100613;Dryopteridaceae;Tectaria;incisa
101086;100539;Bignoniaceae;Mansoa;difficilis
101059;100527;Asteraceae;Vernonia;magdalenae
100941;100512;Myrtaceae;Gomidesia;reticulata
101130;100554;Fabaceae;Mimosa;
101134;100557;Rubiaceae;;
100994;100464;Boraginaceae;Cordia;magnoliifolia
101118;100551;Monimiaceae;Mollinedia;
100786;100411;Fabaceae;Stryphnodendron;
101042;100519;Lauraceae;Urbanodendron;verrucosum
102446;101073;Simaroubaceae;Picramnia;glazioviana
102547;101108;Rubiaceae;Rudgea;jasminoides
101258;100609;Asteraceae;Baccharis;dracunculifolia
102538;101105;Rutaceae;;
100655;100337;Euphorbiaceae;;
100586;100303;Sapotaceae;Chrysophyllum;flexuosum
100927;100507;Rubiaceae;Psychotria;pleiocephala
100771;100399;Malpighiaceae;Tetrapterys;
100748;100390;Malvaceae;Sida;setosa
101105;100546;Rubiaceae;Coussarea;verticillata
100997;100465;Leguminosae Mimosoideae;Pseudopiptadenia;leptostachya
100818;100427;Bignoniaceae;Pithecoctenium;crucigerum
101165;100573;Sapindaceae;Paullinia;
100652;100336;Ericaceae;Agarista;oleifolia
100898;100493;Cucurbitaceae;Melothria;pendula
100650;100335;Fabaceae;Mimosa;
101707;100778;Asteraceae;Baccharis;itatiaiae
103437;101447;Melastomataceae;;
102769;101193;Euphorbiaceae;;
101705;100777;Fabaceae;Senna;
103483;101463;Lauraceae;;
100856;100438;Rubiaceae;Psychotria;leiocarpa
102409;101060;Myrtaceae;Eugenia;macahensis
101005;100466;Rutaceae;;
102530;101101;Piperaceae;Piper;arboreum
100907;100498;Agavaceae;;
101087;100540;Chrysobalanaceae;Hirtella;hebeclada
101144;100562;Rubiaceae;Psychotria;umbelluligera
101217;100596;Melastomataceae;Miconia;albicans
100861;100439;Rubiaceae;Psychotria;vellosiana
100989;100463;Solanaceae;Solanum;pseudoquina
101183;100584;Myrtaceae;Pimenta;pseudocaryophyllus
101062;100527;Asteraceae;Vernonia;magdalenae
100992;100464;Boraginaceae;Cordia;magnoliifolia
101214;100594;Melastomataceae;Tibouchina;
102392;101053;Fabaceae;;
101151;100565;Cyperaceae;Rhynchospora;splendens
101308;100600;Ulmaceae;Trema;micrantha
101268;100612;Lauraceae;Nectandra;oppositifolia
101153;100567;Combretaceae;Combretum;fruticosum
101232;100601;Solanaceae;Aureliana;fasciculata
101260;100610;Asteraceae;Baccharis;dracunculifolia
101310;100419;Sapindaceae;Paullinia;
100981;100460;Moraceae;;
102528;101100;Lauraceae;Cinnamomum;triplinerve
100801;100418;Leguminosae Mimosoideae;Piptadenia;
100792;100413;Melastomataceae;;
100809;100424;Asteraceae;Blainvillea;rhomboidea
100998;100465;Leguminosae Mimosoideae;Pseudopiptadenia;leptostachya
103240;101371;Flacourtiaceae;Casearia;oblongifolia
103236;101369;Sapotaceae;;
102974;101272;Sapotaceae;;
103188;101349;Sapindaceae;;
103127;101329;Caryophyllaceae;Drymaria;
103033;101292;Rubiaceae;Psychotria;
102937;101259;Flacourtiaceae;Casearia;decandra
103044;101296;Fabaceae;Mimosa;
103179;101345;Fabaceae;Cassia;ferruginea
103084;101311;Myrtaceae;Eugenia;
103060;101302;Rubiaceae;Rudgea;recurva
103013;101285;Asteraceae;;
103171;101343;Rubiaceae;Coutarea;hexandra
103158;101340;Simaroubaceae;Picramnia;glazioviana
103016;101286;Asteraceae;;
103041;101295;Piperaceae;Ottonia;carpinifolia
103133;101332;Flacourtiaceae;Casearia;commersoniana
102211;100985;Cucurbitaceae;;
103120;101324;Flacourtiaceae;Casearia;oblongifolia
103213;101330;Euphorbiaceae;;
103187;101348;Fabaceae;Inga;dulcis
103143;101335;Myrsinaceae;Ardisia;
103102;101317;Flacourtiaceae;Carpotroche;brasiliensis
103106;101318;Leguminosae Mimosoideae;Pseudopiptadenia;contorta
102936;101258;Asteraceae;Baccharis;myriocephala
103146;101336;Melastomataceae;;
103232;101367;Rutaceae;;
103225;101365;Fabaceae;Swartzia;simplex var. grandiflora
103215;101360;Myrtaceae;Eugenia;tenuifolia
103269;101383;Flacourtiaceae;;
103239;101370;Rhamnaceae;Reissekia;smilacina
103139;101333;Flacourtiaceae;Casearia;arborea
101009;100468;Hypericaceae;Vismia;martiana
103218;101361;Thelypteridaceae;Macrothelypteris;torresiana
103101;101316;Araceae;Philodendron;ochrostemon
102952;101264;Leguminosae Mimosoideae;Inga;marginata
103243;101372;Rubiaceae;Hemidiodia;ocymifolia
102955;101265;Polygonaceae;Coccoloba;
103202;101354;Aspleniaceae;Asplenium;serratum
103075;101308;Marantaceae;Stromanthe;tonckat
103078;101309;Caricaceae;Jacaratia;spinosa
103036;101293;Nyctaginaceae;Guapira;
102980;101274;Myrtaceae;Myrcia;rostrata
103073;101307;Zingiberaceae;Renealmia;chrysotricha
103176;101345;Fabaceae;Cassia;ferruginea
103209;101358;Polygalaceae;;
103208;101357;Poaceae;;
103119;101323;Davalliaceae;Nephrolepis;multiflora
103152;101338;Meliaceae;Cabralea;canjerana subsp. canjerana
103109;101319;Piperaceae;Piper;arboreum
103076;101308;Marantaceae;Stromanthe;tonckat
103074;101307;Zingiberaceae;Renealmia;chrysotricha
103260;101380;Myrtaceae;Eugenia;leptoclada
101004;100466;Rutaceae;;
101139;100559;Begoniaceae;Begonia;
103197;101352;Lauraceae;Ocotea;indecora
101275;100615;Monimiaceae;Mollinedia;
101161;100571;Fabaceae;Bauhinia;variegata
101251;100607;Costaceae;Costus;spiralis var. spiralis
100819;100428;Loranthaceae;Struthanthus;marginatus
100541;100281;Solanaceae;Solanum;swartzianum subsp. swartzianum
100607;100314;Rosaceae;Prunus;brasiliensis
100778;100407;Fabaceae;;
101003;100466;Rutaceae;;
103257;101379;Rubiaceae;Tocoyena;sellowiana
103291;101393;Meliaceae;Trichilia;lepidota subsp. schumanniana
103254;101378;Pteridaceae;Adiantum;abscissum
100686;100355;Lamiaceae;;
101317;100321;Rubiaceae;Manettia;congesta
103394;101430;Arecaceae;;
100760;100398;Aquifoliaceae;Ilex;chamaedryfolia
100711;100371;Asteraceae;Baccharis;platypoda
101688;100771;Asteraceae;Eremanthus;erythropappus
102775;101196;Myrtaceae;Eugenia;stenosepala
102679;101156;Euphorbiaceae;Croton;
103469;101458;Polygalaceae;;
100717;100375;Fabaceae;;
101017;100470;Annonaceae;Guatteria;pubens
103378;101424;Rutaceae;Zanthoxylum;rhoifolium
100790;100412;Myrtaceae;Gomidesia;hookeriana
103294;101394;Elaeocarpaceae;Sloanea;monosperma
103369;101420;Moraceae;;
102624;101136;Myrtaceae;Eugenia;
103504;101471;Moraceae;Sorocea;bonplandii
103440;101448;Poaceae;;
103517;101476;Blechnaceae;Blechnum;occidentale
103494;101466;Apocynaceae;Peltastes;peltatus
103341;101412;Rubiaceae;Psychotria;vellosiana
101438;100675;Rubiaceae;Faramea;tenuiflora
101326;100627;Flacourtiaceae;;
103376;101422;Anacardiaceae;;
103305;101398;Araceae;Philodendron;eximium
102701;101164;Rubiaceae;Bathysa;mendoncaei
103358;101417;Malpighiaceae;;
102804;101205;Myrtaceae;Psidium;
103500;101470;Arecaceae;;
103434;101446;Melastomataceae;;
103351;101415;Sapindaceae;Allophylus;guaraniticus
103499;101469;Rubiaceae;Coccocypselum;lanceolatum
103519;101477;Leguminosae Mimosoideae;Acacia;mangium
103347;101414;Arecaceae;;
103502;101470;Arecaceae;;
103372;101421;Sapindaceae;;
103329;101407;Meliaceae;Cabralea;canjerana subsp. canjerana
103427;101443;Myrtaceae;Campomanesia;schlechtendaliana
103447;101450;Asteraceae;Vernonia;discolor
103093;101313;Euphorbiaceae;Actinostemon;concolor
103480;101462;Euphorbiaceae;;
103221;101363;Marantaceae;Maranta;bicolor
101441;100676;Rubiaceae;Psychotria;subspathacea
103184;101347;Leguminosae Mimosoideae;Inga;marginata
101724;100785;Vitaceae;;
102575;101119;Sapindaceae;Paullinia;
101490;100697;Celastraceae;Maytenus;cestrifolia
101960;100886;Melastomataceae;;
102572;101118;Moraceae;Ficus;trigona
102929;101255;Siparunaceae;Siparuna;chlorantha
102830;101214;Flacourtiaceae;Prockia;crucis
103046;101296;Fabaceae;Mimosa;
102757;101188;Violaceae;;
103049;101297;Rubiaceae;Alseis;floribunda
102777;101197;Apocynaceae;Aspidosperma;tomentosum
101672;100766;Asteraceae;Baccharis;arctostaphyloides
103114;101320;Rutaceae;;
102652;101146;Lauraceae;Ocotea;brachybotrya
101430;100673;Asteraceae;Baccharis;vernonioides
103147;101336;Melastomataceae;;
101972;100891;Rubiaceae;Psychotria;vellosiana
101680;100768;Melastomataceae;;
102776;101196;Myrtaceae;Eugenia;stenosepala
102796;101203;Amaranthaceae;Gomphrena;vaga
103024;101289;Urticaceae;Boehmeria;
102837;101218;Moraceae;Morus;
100680;100351;Asteraceae;Campovassouria;cruciata
100657;100338;Leguminosae Papilionoideae;Collaea;speciosa
101342;100632;Asteraceae;Vernonia;petiolaris
102802;101205;Myrtaceae;Psidium;
102862;101228;Tiliaceae;Luehea;candicans
102926;101223;Labiatae;Hyptis;membranacea
100762;100398;Aquifoliaceae;Ilex;chamaedryfolia
100533;100276;Urticaceae;Boehmeria;caudata
100737;100383;Asteraceae;Dasyphyllum;brasiliense
100620;100320;Asteraceae;Baccharis;macrodonta
100603;100311;Sapindaceae;Serjania;dentata
100666;100344;Cunoniaceae;Weinmannia;organensis
102630;101139;Hippocrateaceae;;
100495;100256;Tiliaceae;Triumfetta;semitriloba
100740;100384;Symplocaceae;Symplocos;celastrinea
100689;100357;Melastomataceae;;
100621;100320;Asteraceae;Baccharis;macrodonta
100710;100370;Melastomataceae;;
100454;100232;Malvaceae;Hibiscus;tiliaceus
103354;101416;Leguminosae Mimosoideae;Inga;dulcis
100932;100509;Myrsinaceae;Myrsine;venosa
102726;101172;Poaceae;;
100754;100394;Leguminosae Mimosoideae;;
100676;100349;Leguminosae Mimosoideae;Mimosa;aurivillus
102021;100907;Lauraceae;Ocotea;divaricata
100635;100329;Bignoniaceae;Jacaranda;
100707;100368;Asteraceae;Baccharis;brevifolia
103134;101332;Flacourtiaceae;Casearia;commersoniana
103031;101291;Lauraceae;Endlicheria;paniculata
103129;101330;Euphorbiaceae;;
101489;100697;Celastraceae;Maytenus;cestrifolia
103030;101291;Lauraceae;Endlicheria;paniculata
101506;100704;Rubiaceae;Chiococca;alba
102698;101163;Moraceae;Ficus;insipida
101838;100831;Cecropiaceae;;
103043;101295;Piperaceae;Ottonia;carpinifolia
102582;101121;Moraceae;Sorocea;bonplandii
103025;101289;Urticaceae;Boehmeria;
103520;101477;Leguminosae Mimosoideae;Acacia;mangium
102720;101170;Apocynaceae;;
102589;101124;Celastraceae;Maytenus;urbaniana
102815;101209;Sapotaceae;;
102840;101220;Bromeliaceae;Aechmea;distichantha
100453;100231;Piperaceae;Piper;tuberculatum
100723;100378;Anacardiaceae;Schinus;terebinthifolius
103518;101434;Menispermaceae;Cissampelos;andromorpha
101760;100801;Dryopteridaceae;Ctenitis;falciculata
102693;101161;Solanaceae;Brunfelsia;uniflora
102601;101128;Myrtaceae;Gomidesia;palustris
103450;101451;Polygalaceae;;
103392;101430;Arecaceae;;
103332;101408;Chrysobalanaceae;;
103444;101449;Fabaceae;Cassia;ferruginea
102577;101120;Myrtaceae;Marlierea;gaudichaudiana
103364;101418;Meliaceae;Guarea;macrophylla subsp. tuberculata
103368;101419;Sapindaceae;Allophylus;guaraniticus
102574;101119;Sapindaceae;Paullinia;
102595;101126;Myrtaceae;Myrcia;
103385;101426;Malpighiaceae;Dicella;
101470;100689;Euphorbiaceae;Euphorbia;
102621;101135;Rubiaceae;Psychotria;tenuinervis
103406;101436;Flacourtiaceae;Casearia;arborea
103326;101406;Apocynaceae;Tabernaemontana;laeta
103419;101439;Apocynaceae;Tabernaemontana;laeta
101734;100790;Lauraceae;;
103498;101468;Osmundaceae;Osmunda;regalis
103365;101419;Sapindaceae;Allophylus;guaraniticus
103277;101386;Meliaceae;Cedrela;odorata
102367;101045;Cecropiaceae;Cecropia;
100664;100342;Melastomataceae;;
100606;100313;Cucurbitaceae;;
100498;100257;Rhamnaceae;Gouania;blanchetiana
100516;100265;Araucariaceae;Araucaria;angustifolia
101318;100393;Amaranthaceae;Hebanthe;pulverulenta
100688;100356;Meliaceae;Cedrela;fissilis
100611;100316;Melastomataceae;;
100543;100282;Sapindaceae;Cupania;furfuracea
100352;100172;Melastomataceae;Tibouchina;heteromalla
103051;101298;Annonaceae;;
100366;100184;Asteraceae;Baccharis;microdonta
100654;100337;Euphorbiaceae;;
100406;100208;Melastomataceae;;
101518;100712;Piperaceae;;
102829;101214;Flacourtiaceae;Prockia;crucis
102910;101246;Solanaceae;Solanum;hexandrum
101875;100849;Leguminosae Papilionoideae;Erythrina;speciosa
102814;101208;Leguminosae Papilionoideae;Andira;fraxinifolia
101956;100885;Zingiberaceae;;
100457;100233;Asteraceae;Vernonia;macrophylla
102401;101110;Bromeliaceae;Pitcairnia;flammea
103040;101294;Erythroxylaceae;Erythroxylum;citrifolium
102839;101219;Euphorbiaceae;;
102584;101122;Myrtaceae;Eugenia;stenosepala
102912;101248;Moraceae;Ficus;insipida
102341;101036;Heliconiaceae;Heliconia;laneana
103655;101532;Rubiaceae;Psychotria;ruelliifolia
102863;101228;Tiliaceae;Luehea;candicans
103731;101559;Euphorbiaceae;Manihot;
103920;101635;Rubiaceae;Psychotria;leiocarpa
103947;101645;Rubiaceae;Chiococca;alba
103753;101567;Asteraceae;;
102794;101202;Myrtaceae;Syzygium;jambos
102881;101234;Nyctaginaceae;Guapira;
102807;101206;Sapindaceae;Sapindus;saponaria
102163;100967;Rubiaceae;Randia;annae
103811;101590;Myrtaceae;Myrcia;pyramidata
103712;101551;Clusiaceae;Clusia;organensis
102885;101236;Solanaceae;;
102882;101235;Euphorbiaceae;Pachystroma;longifolium
102922;101253;Bignoniaceae;Tabebuia;chrysotricha
103944;101644;Myrtaceae;;
103649;101529;Poaceae;;
103833;101601;Myrtaceae;Myrcia;tomentosa
103709;101550;Lauraceae;Endlicheria;paniculata
103734;101560;Fabaceae;Cassia;ferruginea
103842;101605;Malpighiaceae;Heteropterys;umbellata
102854;101225;Sapindaceae;;
103605;101512;Asteraceae;Synedrella;nodiflora
103567;101496;Fabaceae;Mimosa;
102555;101112;Asteraceae;Piptocarpha;oblonga
102884;101236;Solanaceae;;
102824;101211;Myrtaceae;Eugenia;
102754;101187;Rubiaceae;Posoqueria;acutifolia
101664;100763;Asteraceae;Baccharis;vernonioides
103412;101437;Apocynaceae;;
102593;101125;Euphorbiaceae;;
102883;101235;Euphorbiaceae;Pachystroma;longifolium
102892;101238;Fabaceae;Myrocarpus;
102809;101207;Dilleniaceae;Dillenia;indica
102966;101268;Flacourtiaceae;Casearia;decandra
102789;101201;Myrsinaceae;;
102981;101274;Myrtaceae;Myrcia;rostrata
101883;100853;Melastomataceae;;
102973;101271;Asteraceae;Vernonia;stellata
103643;101527;Asteraceae;Eupatorium;pyrifolium
103629;101522;Acanthaceae;Mendoncia;velloziana
103559;101493;Fabaceae;Dahlstedtia;pinnata
103703;101548;Cucurbitaceae;Cayaponia;tayuya
101433;100674;Melastomataceae;;
103592;101506;Passifloraceae;Passiflora;mucronata
102797;101203;Amaranthaceae;Gomphrena;vaga
103911;101632;Fabaceae;Cassia;ferruginea
103530;101480;Solanaceae;Solanum;pseudoquina
103562;101494;Myrtaceae;Marlierea;regeliana
103555;101491;Malpighiaceae;Stigmaphyllon;
103549;101488;Loranthaceae;Struthanthus;marginatus
103827;101642;Melastomataceae;;
103879;101621;Iridaceae;;
103956;101650;Rubiaceae;Coutarea;hexandra
103669;101538;Sapindaceae;Cupania;oblongifolia
103632;101523;Sapotaceae;;
103546;101486;Pteridaceae;Acrostichum;
103880;101621;Iridaceae;;
103594;101507;Brassicaceae;;
103548;101487;Malpighiaceae;Stigmaphyllon;ciliatum
103638;101525;Myrtaceae;Myrcia;fallax
103868;101617;Erythroxylaceae;Erythroxylum;
103858;101613;Flacourtiaceae;Casearia;selloana
103684;101542;Fabaceae;Anadenanthera;peregrina
103543;101485;Combretaceae;Laguncularia;racemosa
103584;101502;Asclepiadaceae;Funastrum;clausum
103861;101614;Fabaceae;Machaerium;
103876;101620;Euphorbiaceae;;
103606;101513;Asteraceae;Blainvillea;dichotoma
103826;101641;Euphorbiaceae;;
103687;101543;Rubiaceae;Sabicea;cinerea
103575;101499;Capparaceae;Capparis;
103839;101603;Apocynaceae;;
103635;101524;Fabaceae;Senna;multijuga subsp. lindleyana
103604;101511;Lamiaceae;;
103607;101514;Polygalaceae;;
103887;101624;Rutaceae;Almeidea;
103578;101500;Euphorbiaceae;;
103884;101623;Theophrastaceae;;
103568;101497;Verbenaceae;Citharexylum;myrianthum
103899;101628;Monimiaceae;Mollinedia;
103589;101505;Euphorbiaceae;Alchornea;triplinervia
103765;101573;Apocynaceae;Himathantus;
103727;101557;Myrtaceae;Myrcia;rostrata
103795;101585;Moraceae;Sorocea;guilleminiana
103845;101607;Apocynaceae;Malouetia;
103572;101498;Rubiaceae;Tocoyena;bullata
103854;101611;Malpighiaceae;Tetrapterys;
103830;101642;Melastomataceae;;
103581;101501;Fabaceae;Dalbergia;
103693;101545;Myrtaceae;Eugenia;
103844;101606;Trigoniaceae;;
103773;101576;Rhamnaceae;Reissekia;smilacina
103778;101579;Myrtaceae;Eugenia;multicostata
103941;101600;Malpighiaceae;Peixotoa;parviflora
103937;101599;Euphorbiaceae;Croton;
103608;101515;Apiaceae (Umbelliferae);Hydrocotyle;
103952;101648;Myrtaceae;;
103535;101482;Lauraceae;Aiouea;saligna
103550;101489;Nyctaginaceae;;
103914;101632;Fabaceae;Cassia;ferruginea
103783;101581;Tiliaceae;Luehea;candicans
103752;101566;Vochysiaceae;Vochysia;dasyantha
103741;101562;Dioscoreaceae;;
103808;101589;Lauraceae;Ocotea;teleiandra
103571;101497;Verbenaceae;Citharexylum;myrianthum
103792;101584;Lauraceae;Urbanodendron;verrucosum
103761;101571;Poaceae;Panicum;grandifolium
103706;101549;Annonaceae;Annona;
103770;101575;Rubiaceae;Guettarda;viburnoides
103538;101483;Sapotaceae;Ecclinusa;ramiflora
103553;101490;Poaceae;;
103955;101649;Rubiaceae;Emmeorhiza;umbellata
103730;101558;Asteraceae;Calea;pinnatifida
103603;101510;Malvaceae;Malvastrum;coromandelianum  subsp. coromandelianum
103802;101587;Myrtaceae;;
103696;101546;Anacardiaceae;;
103722;101555;Asteraceae;;
103747;101564;Poaceae;;
103762;101572;Calophyllaceae;Kielmeyera;aureovinosa
103940;101599;Euphorbiaceae;Croton;
103934;101598;Lauraceae;Aniba;firmula
103585;101503;Cyperaceae;Rhynchospora;
102823;101211;Myrtaceae;Eugenia;
101911;100864;Rubiaceae;Psychotria;martiana
101806;100819;Rubiaceae;Bathysa;gymnocarpa
102942;101260;Rubiaceae;Psychotria;vellosiana
102957;101265;Polygonaceae;Coccoloba;
102764;101191;Annonaceae;Guatteria;
102806;101206;Sapindaceae;Sapindus;saponaria
102843;101221;Meliaceae;Cabralea;canjerana subsp. canjerana
103227;101365;Fabaceae;Swartzia;simplex var. grandiflora
102821;101210;Sapindaceae;;
103915;101633;Bromeliaceae;Quesnelia;quesneliana
102077;100925;Fabaceae;Platymiscium;
102598;101127;Fabaceae;Collaea;
103021;101287;Malvaceae;Abutilon;rufinerve
102558;101113;Sapindaceae;Serjania;multiflora
103621;101519;Rubiaceae;Posoqueria;acutifolia
102866;101229;Asteraceae;Eupatorium;rufescens var. glabratum
104009;101671;Solanaceae;Solanum;pseudocapsicum
103501;101470;Arecaceae;;
103599;101508;Solanaceae;Solanum;vaillantii
103969;101653;Flacourtiaceae;Casearia;melliodora
103473;101459;Sapotaceae;Echinusa;
101474;100690;Lauraceae;Endlicheria;paniculata
101647;100756;Euphorbiaceae;;
101101;100545;Sapotaceae;Chrysophyllum;flexuosum
102563;101114;Lacistemaceae;Lacistema;pubescens
101751;100797;Fabaceae;Balizia;pedicellaris
103244;101373;Melastomaceae;;
103003;101281;Monimiaceae;Mollinedia;
102799;101204;Fabaceae;Tamarindus;indica
102803;101205;Myrtaceae;Psidium;
102590;101124;Celastraceae;Maytenus;urbaniana
103246;101374;Lauraceae;Ocotea;dispersa
102951;101263;Fabaceae;;
102963;101267;Rubiaceae;Bathysa;mendoncaei 
102040;100913;Sapindaceae;Cupania;oblongifolia
103674;101539;Cunoniaceae;;
103418;101439;Apocynaceae;Tabernaemontana;laeta
103452;101452;Rubiaceae;Psychotria;nitidula
104300;101540;Sapotaceae;;
103477;101461;Rubiaceae;Posoqueria;acutifolia
102867;101229;Asteraceae;Eupatorium;rufescens var. glabratum
104156;101738;Asteraceae;Matricaria;chamomilla
103455;101453;Monimiaceae;Mollinedia;puberula
104299;101539;Cunoniaceae;;
103219;101362;Begoniaceae;Begonia;hirtella
